表4　刑事案件發生數、破獲數及嫌疑犯人數－按案類別(續9),,,,,"Table 4. Criminal Cases Known to the Police,
Cases Cleared and Number of Offenders - by Classification (Cont.9)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
單位：件；人,,,,,,,,,"Unit:Cases,Persons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
機關別,,,總計,竊盜 ,贓物,賭博,傷害,詐欺背信,重利,妨害自由,殺人,駕駛過失,妨害婚姻及家庭,妨害風化,妨害性自主罪,內亂,恐嚇取財,擄人勒贖,侵占,偽造文書            印文,違反毒品危害防制條例,毀棄損壞,妨害公務,強盜搶奪,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家    總動員法,違反        森林法,違反        著作權法,違反     商標法,公共危險,侵害     墳墓屍體,妨害名譽,違反       選罷法,妨害秘密,遺棄,懲治    走私條例,違反貪汙        治罪條例,瀆職,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,違反就業服務法,妨害電腦使用(2),其他,暴力犯罪(3)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,破獲數,Cases Cleared,115,14,1,     －,7,46,    －,6,    －,6,    －,    －,5,    －,     －,     －,3,2,3,2,1,    －,1,    －,1,    －,    －,    －,1,    －,7,    －,4,    －,1,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,1,3,2
,嫌疑犯,Offenders,175,12,1,     －,10,91,    －,11,    －,7,    －,    －,7,    －,     －,     －,2,1,3,2,1,    －,1,    －,8,    －,    －,    －,3,    －,7,    －,4,    －,1,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,    －,3,3
高　雄　市 Kaohsiung City,發生數,Cases Known to the Police,"21,457","3,393",3,265,969,"2,569",57,911,17,"2,132",14,61,398,    －,31,     －,548,164,"3,054",407,47,14,46,5,51,2,    －,    －,14,8,"4,452",    －,672,11,67,8,    －,    －,    －,    －,8,    －,1,32,    －,5,    －,108,    －,39,874,31
,破獲數,Cases Cleared,"21,670","3,408",3,200,968,"2,909",66,915,17,"2,125",14,61,408,    －,31,     －,570,155,"2,929",410,48,15,47,5,50,1,    －,    －,11,4,"4,459",    －,682,11,66,8,    －,    －,    －,    －,8,    －,1,29,    －,5,1,108,1,40,881,32
,嫌疑犯,Offenders,"24,131","2,969",3,625,"1,329","3,624",108,"1,113",49,"2,386",15,71,432,    －,52,     －,562,147,"3,169",433,49,26,79,5,245,1,    －,    －,17,5,"4,477",    －,738,17,68,8,    －,    －,    －,    －,9,    －,1,30,    －,6,1,89,1,31,"1,141",81
臺　南　市 Tainan City,發生數,Cases Known to the Police,"27,520","3,819",6,305,"1,191","5,494",71,"1,475",16,"3,102",32,53,383,    －,62,1,804,247,"2,646",602,70,27,87,1,84,4,    －,2,22,9,"4,726",1,902,13,84,12,    －,    －,8,    －,5,    －,5,56,    －,8,1,81,    －,190,813,46
,破獲數,Cases Cleared,"25,943","3,663",7,448,"1,098","4,781",62,"1,335",15,"3,034",28,55,380,    －,52,1,746,229,"2,582",530,71,30,83,1,80,3,    －,    －,24,5,"4,711",    －,789,13,76,11,    －,    －,5,    －,5,    －,5,57,    －,9,1,78,    －,96,744,47
,嫌疑犯,Offenders,"29,484","3,426",11,647,"1,436","6,634",103,"1,611",34,"3,363",27,71,382,    －,74,19,662,233,"2,598",578,72,53,108,    －,389,2,    －,    －,33,4,"4,709",    －,843,27,81,10,    －,    －,9,    －,6,    －,5,56,    －,14,1,88,    －,75,990,103
臺　中　市 Taichung City,發生數,Cases Known to the Police,"22,081","3,493",1,395,"1,157","2,439",72,"1,401",9,782,19,59,707,    －,26,     －,986,165,"3,378",523,97,11,24,2,98,2,    －,1,22,15,"3,923",1,866,11,99,5,    －,    －,1,    －,4,    －,1,25,1,2,2,87,    －,143,"1,026",19
,破獲數,Cases Cleared,"21,941","3,528",2,381,"1,132","2,577",58,"1,361",9,777,16,59,678,    －,27,     －,861,163,"3,381",505,95,11,24,2,97,1,    －,1,15,4,"3,922",1,841,11,97,5,    －,    －,1,1,4,    －,1,24,1,4,1,108,    －,127,"1,027",19
,嫌疑犯,Offenders,"28,099","2,954",3,909,"1,486","6,184",91,"1,869",17,837,14,79,669,    －,88,     －,796,154,"3,828",524,100,17,39,2,456,1,    －,    －,24,4,"4,248",    －,904,12,98,4,    －,    －,2,1,2,    －,1,22,2,4,1,105,    －,121,"1,427",35
桃　園　市 Taoyuan City,發生數,Cases Known to the Police,"21,024","2,831",3,321,960,"1,983",32,994,15,"1,599",41,"42Unit:Cases,Persons",604,    －,20,     －,625,146,"5,343",492,34,11,28,1,15,3,    －,7,22,11,"3,274",    －,697,5,42,8,    －,1,    －,    －,11,    －,1,40,1,1,    －,108,    －,111,541,29
,破獲數,Cases Cleared,"21,083","2,874",5,256,962,"2,221",31,990,14,"1,597",40,35,587,    －,12,     －,656,221,"5,192",492,34,11,27,2,16,2,    －,7,24,2,"3,277",    －,702,5,41,8,    －,1,    －,    －,11,    －,1,44,1,    －,    －,99,    －,124,459,28
,嫌疑犯,Offenders,"20,958","2,159",9,606,"1,106","1,923",51,"1,098",25,"1,590",40,37,590,    －,16,     －,582,224,"5,475",470,34,39,32,3,44,2,    －,10,27,2,"3,252",    －,689,21,42,6,    －,    －,    －,    －,13,    －,1,47,1,    －,    －,97,    －,108,487,74
臺　北　市 Taipei City,發生數,Cases Known to the Police,"38,433","4,617",5,300,"2,513","4,498",43,"2,323",34,"3,890",40,255,621,    －,78,     －,"2,835",770,"3,316","1,237",209,20,109,18,132,3,    －,1,71,47,"4,263",2,"2,377",12,248,14,    －,3,5,    －,9,    －,17,143,    －,2,    －,89,1,369,"2,894",42
,破獲數,Cases Cleared,"39,335","4,689",7,526,"2,436","5,043",38,"2,222",34,"3,852",42,282,596,    －,98,     －,"2,577",747,"4,127","1,138",212,22,110,18,137,2,    －,    －,91,38,"4,262",2,"2,262",14,231,13,    －,3,4,    －,9,    －,17,145,    －,4,    －,139,1,236,"2,909",44
,嫌疑犯,Offenders,"44,648","4,110",9,"1,490","3,041","7,737",61,"2,586",60,"3,746",33,329,567,    －,133,     －,"2,225",924,"4,538","1,065",200,43,108,13,511,2,    －,    －,118,57,"4,258",4,"2,345",18,237,11,    －,3,7,    －,16,    －,14,139,    －,5,    －,145,1,215,"3,524",76
新　北　市 New Taipei City,發生數,Cases Known to the Police,"40,967","6,031",8,447,"2,291","7,366",40,"2,657",26,"3,331",50,136,765,    －,55,     －,"1,747",479,"6,087","1,134",200,36,117,9,87,13,    －,    －,67,41,"3,174",1,"1,845",18,141,25,    －,    －,1,1,12,    －,4,101,    －,8,    －,139,    －,174,"2,103",73
,破獲數,Cases Cleared,"39,296","6,030",6,325,"2,265","6,886",43,"2,633",26,"3,299",50,110,714,    －,43,     －,"1,673",463,"5,567","1,128",199,37,114,7,81,14,    －,    －,49,24,"3,170",1,"1,810",17,141,24,    －,    －,1,    －,11,    －,4,95,    －,6,    －,104,    －,177,"1,949",74
,嫌疑犯,Offenders,"35,707","4,256",7,"1,075","2,465","5,535",39,"2,570",30,"3,013",44,82,606,    －,54,     －,"1,200",330,"5,924",915,195,68,95,7,302,8,    －,    －,46,18,"3,031",5,"1,521",27,126,20,    －,    －,1,    －,9,    －,5,82,    －,6,    －,105,    －,114,"1,771",112
署所屬機關 NPA's Subordinate Organizations,發生數,Cases Known to the Police,"9,622",722,5,     －,270,248,4,192,9,"1,263",2,11,21,    －,8,1,571,197,479,123,41,12,17,4,17,108,    －,132,"1,191","1,823",998,    －,226,    －,38,1,2,    －,3,    －,2,    －,1,19,    －,2,    －,79,    －,11,769,26
,破獲數,Cases Cleared,"9,102",565,6,1,253,286,2,185,9,"1,201",2,10,23,    －,5,1,462,120,575,96,43,13,18,1,16,112,    －,124,"1,107","1,772",995,    －,213,    －,34,1,2,    －,2,    －,1,    －,1,15,    －,2,    －,86,    －,4,738,28
,嫌疑犯,Offenders,"10,616",537,6,2,308,401,3,220,12,"1,236",1,11,22,    －,11,1,464,120,660,95,45,14,23,1,23,128,    －,317,"1,231","1,986","1,017",    －,217,    －,34,1,5,    －,3,    －,1,    －,1,9,    －,2,    －,80,    －,4,"1,364",30
